disorder	mondo_id	n_dismech	n_kg	exact	more_specific	more_general	unmatched	semantic_overlap	unmatched_terms
Esophageal_Squamous_Cell_Carcinoma	MONDO:0005580	5	8	1	0	0	4	1	HP:0001824(Weight loss);HP:0002015(Dysphagia);HP:0002248(Hematemesis);HP:0032043(Odynophagia)
Essential_Hypertension	MONDO:0001134	4	3	0	0	0	4	0	HP:0000083(Renal insufficiency);HP:0000822(Hypertension);HP:0001712(Left ventricular hypertrophy);HP:0002315(Headache)
Essential_Thrombocythemia	MONDO:0005029	29	30	29	0	0	0	29	
Essential_Tremor	MONDO:0003233	6	15	3	0	1	2	4	HP:0001618(Dysphonia);HP:0100543(Cognitive impairment)
Ethylmalonic_Encephalopathy	MONDO:0011229	10	28	8	0	1	1	9	HP:0001257(Spasticity)
Ewing_Sarcoma	MONDO:0012817	7	1	0	0	1	6	1	HP:0001824(Weight loss);HP:0001903(Anemia);HP:0001945(Fever);HP:0002653(Bone pain);HP:0002756(Pathologic fracture);HP:0031459(Soft tissue neoplasm)
Exstrophy-Epispadias_Complex	MONDO:0017919	11	84	9	1	1	0	11	
FAS-related_Autoimmune_Lymphoproliferative_Syndrome	MONDO:1060194	10	0	0	0	0	10	0	HP:0001433(Hepatosplenomegaly);HP:0001890(Autoimmune hemolytic anemia);HP:0001904(Autoimmune neutropenia);HP:0001973(Autoimmune thrombocytopenia);HP:0002665(Lymphoma);HP:0002716(Lymphadenopathy);HP:0002719(Recurrent infections);HP:0004313(Decreased circulating immunoglobulin concentration);HP:0010702(Increased circulating immunoglobulin concentration);HP:0031399(Abnormal double-negative T cell proportion)
FASTKD5-Related_COX_Deficiency	MONDO:0980755	3	49	0	0	0	3	0	HP:0002134(Abnormal basal ganglia morphology);HP:0002180(Neurodegeneration);HP:0002363(Abnormal brainstem morphology)
FGFR1_Hypogonadotropic_Hypogonadism	MONDO:0007844	13	23	6	0	5	2	11	HP:0000789(Infertility);HP:0012165(Oligodactyly)
FGFR_Altered_Cholangiocarcinoma	MONDO:0003210	6	10	5	0	0	1	5	HP:0002018(Nausea)
FGFR_Altered_Urothelial_Carcinoma	MONDO:0040679	3	0	0	0	0	3	0	HP:0000790(Hematuria);HP:0012378(Fatigue);HP:0100518(Dysuria)
FLNA_Intestinal_Pseudoobstruction	MONDO:0010232	3	19	1	0	0	2	1	HP:0000011(Neurogenic bladder);HP:0032388(Periventricular nodular heterotopia)
FLT3_Mutant_AML	MONDO:0100415	6	0	0	0	0	6	0	HP:0001873(Thrombocytopenia);HP:0001892(Abnormal bleeding);HP:0001903(Anemia);HP:0001974(Increased total leukocyte count);HP:0002719(Recurrent infections);HP:0012378(Fatigue)
FOLR1-Related_Cerebral_Folate_Transport_Deficiency	MONDO:0013110	13	4	2	1	0	10	3	HP:0000717(Autism);HP:0001251(Ataxia);HP:0001266(Choreoathetosis);HP:0001272(Cerebellar atrophy);HP:0002059(Cerebral atrophy);HP:0003429(CNS hypomyelination);HP:0005484(Secondary microcephaly);HP:0007018(Attention deficit hyperactivity disorder);HP:0100022(Abnormality of movement);HP:0100543(Cognitive impairment)
FOXE3_Anterior_Segment_Dysgenesis	MONDO:0019503	7	205	7	0	0	0	7	
FOXG1_Disorder	MONDO:0100040	36	76	36	0	0	0	36	
Fabry_Disease	MONDO:0010526	24	91	21	1	1	1	23	HP:0003115(Abnormal EKG)
Facioscapulohumeral_Muscular_Dystrophy	MONDO:0001347	5	59	3	0	1	1	4	HP:0003326(Myalgia)
Fallopian_Tube_Benign_Neoplasm	MONDO:0000645	4	0	0	0	0	4	0	HP:0000140(Abnormality of the menstrual cycle);HP:0031500(Abdominal mass);HP:0033840(Postmenopausal bleeding);HP:0034267(Pelvic pain)
Fallopian_Tube_Cancer	MONDO:0002158	6	0	0	0	0	6	0	HP:0001541(Ascites);HP:0003270(Abdominal distention);HP:0031501(Pelvic mass);HP:0034263(Abnormal vaginal bleeding);HP:0034267(Pelvic pain);HP:0034269(Abnormal vaginal discharge)
Familial_Adenomatous_Polyposis	MONDO:0021056	6	26	2	0	3	1	5	HP:0007703(Abnormal retinal pigmentation)
Familial_Atrial_Fibrillation	MONDO:0018054	3	35	3	0	0	0	3	
Familial_Chylomicronemia_Syndrome	MONDO:0018637	6	39	6	0	0	0	6	
Familial_Cold_Autoinflammatory_Syndrome	MONDO:0018768	8	46	8	0	0	0	8	
Familial_Congenital_Mirror_Movements	MONDO:0016558	3	15	2	0	0	1	2	HP:0001263(Global developmental delay)
Familial_Exudative_Vitreoretinopathy	MONDO:0019516	20	146	20	0	0	0	20	
Familial_Focal_Epilepsy_With_Variable_Foci	MONDO:0020310	4	39	2	1	1	0	4	
Familial_Hyperaldosteronism	MONDO:0016525	8	49	5	1	1	1	7	HP:0004944(Dilatation of the cerebral artery)
Familial_Hyperaldosteronism_Type_I	MONDO:0007080	12	18	12	0	0	0	12	
Familial_Hypercholesterolemia	MONDO:0005439	14	46	11	0	1	2	12	HP:0001650(Aortic valve stenosis);HP:0002140(Ischemic stroke)
Familial_Isolated_Vitamin_E_Deficiency	MONDO:0010188	18	46	14	2	1	1	17	HP:0000510(Rod-cone dystrophy)
Familial_Mediterranean_Fever	MONDO:0018088	7	65	7	0	0	0	7	
Familial_Partial_Lipodystrophy	MONDO:0020088	11	164	11	0	0	0	11	
Familial_Renal_Glucosuria	MONDO:0009297	2	17	2	0	0	0	2	
Familial_Sick_Sinus_Syndrome	MONDO:0012061	8	29	4	0	1	3	5	HP:0001962(Palpitations);HP:0003546(Exercise intolerance);HP:0012378(Fatigue)
Familial_Sleep_Related_Hypermotor_Epilepsy	MONDO:0000030	17	32	16	0	0	1	16	HP:6000456(Sleep drunkeness)
Familial_Thoracic_Aortic_Aneurysm_and_Aortic_Dissection	MONDO:0019625	2	76	2	0	0	0	2	
Fanconi-Bickel_Syndrome	MONDO:0009216	11	51	9	2	0	0	11	
Fanconi_Anemia	MONDO:0019391	139	285	101	15	3	20	119	HP:0000133(Gonadal dysgenesis);HP:0000143(Rectovaginal fistula);HP:0000148(Vaginal atresia);HP:0000307(Pointed chin);HP:0000402(Stenosis of the external auditory canal);HP:0000798(Oligozoospermia);HP:0001385(Hip dysplasia);HP:0001513(Obesity);HP:0002566(Intestinal malrotation);HP:0002808(Kyphosis);HP:0003119(Abnormal circulating lipid concentration);HP:0004452(Abnormality of the middle ear ossicles);HP:0005235(Jejunal atresia);HP:0005473(Fusion of middle ear ossicles);HP:0005775(Multiple skeletal anomalies);HP:0006660(Aplastic clavicle);HP:0008209(Premature ovarian insufficiency);HP:0008436(Absent/hypoplastic coccyx);HP:0010462(Aplasia/Hypoplasia of the ovary);HP:0011014(Abnormal glucose homeostasis)
Fanconi_Renotubular_Syndrome	MONDO:0001083	13	61	11	1	0	1	12	HP:0000825(Hyperinsulinemic hypoglycemia)
Farber_Disease	MONDO:0009218	14	82	14	0	0	0	14	
Febrile_Infection-Related_Epilepsy_Syndrome	MONDO:0015584	9	12	3	0	1	5	4	HP:0001249(Intellectual disability);HP:0001298(Encephalopathy);HP:0002069(Bilateral tonic-clonic seizure);HP:0002133(Status epilepticus);HP:0100543(Cognitive impairment)
Feingold_Syndrome	MONDO:0015267	12	80	8	2	0	2	10	HP:0000824(Decreased response to growth hormone stimulation test);HP:0004942(Aortic aneurysm)
Ferguson-Bonni_Neurodevelopmental_Syndrome	MONDO:0859220	15	15	9	0	0	6	9	HP:0000175(Cleft palate);HP:0000201(Pierre-Robin sequence);HP:0000252(Microcephaly);HP:0001249(Intellectual disability);HP:0001999(Abnormal facial shape);HP:0004322(Short stature)
Fibrocartilaginous_Embolism	MONDO:0023152	6	0	0	0	0	6	0	HP:0000020(Urinary incontinence);HP:0002196(Myelopathy);HP:0002385(Paraparesis);HP:0003418(Back pain);HP:0003474(Somatic sensory dysfunction);HP:0010550(Paraplegia)
Fibrochondrogenesis	MONDO:0016068	16	71	11	1	0	4	12	HP:0000518(Cataract);HP:0001263(Global developmental delay);HP:0010297(Bifid tongue);HP:0011003(High myopia)
Fibrodysplasia_Ossificans_Progressiva	MONDO:0007606	21	52	15	2	2	2	19	HP:0000211(Trismus);HP:0002091(Restrictive ventilatory defect)
Fibromuscular_Dysplasia	MONDO:0006761	10	6	1	1	1	7	3	HP:0002315(Headache);HP:0002617(Vascular dilatation);HP:0005116(Arterial tortuosity);HP:0005294(Arterial dissection);HP:0007029(Cerebral berry aneurysm);HP:0008629(Pulsatile tinnitus);HP:0100545(Arterial stenosis)
Fibromyalgia	MONDO:0005546	10	0	0	0	0	10	0	HP:0000716(Depression);HP:0000739(Anxiety);HP:0001387(Joint stiffness);HP:0002315(Headache);HP:0002360(Sleep disturbance);HP:0012332(Abnormal autonomic nervous system physiology);HP:0012378(Fatigue);HP:0012532(Chronic pain);HP:0012533(Allodynia);HP:0100543(Cognitive impairment)
Fibrosarcoma	MONDO:0005164	1	9	0	0	0	1	0	HP:0031459(Soft tissue neoplasm)
Fibrous_Dysplasia	MONDO:0000845	36	62	36	0	0	0	36	
Floating-Harbor_syndrome	MONDO:0007621	8	108	7	0	1	0	8	
Focal_Articular_Cartilage_Defect_of_the_Knee	MONDO:0003816	4	54	1	1	0	2	2	HP:0001386(Joint swelling);HP:0030839(Knee pain)
Focal_Dermal_Hypoplasia	MONDO:0010592	25	134	16	2	4	3	22	HP:0000564(Lacrimal duct atresia);HP:0001263(Global developmental delay);HP:0002895(Papillary thyroid carcinoma)
Focal_Segmental_Glomerulosclerosis	MONDO:0100313	8	19	6	1	1	0	8	
Follicular_Lymphoma	MONDO:0018906	7	17	4	1	0	2	5	HP:0001903(Anemia);HP:0005561(Abnormal bone marrow cell morphology)
Folliculitis	MONDO:0006552	5	0	0	0	0	5	0	HP:0000989(Pruritus);HP:0001596(Alopecia);HP:0001945(Fever);HP:0030350(Erythematous papule);HP:0200039(Pustule)
Fontaine_Progeroid_Syndrome	MONDO:0012853	52	122	52	0	0	0	52	
Fragile_X-Associated_Tremor_Ataxia_Syndrome	MONDO:0010382	10	55	7	0	1	2	8	HP:0030890(Hyperintensity of cerebral white matter on MRI);HP:0033051(Impaired executive functioning)
Fragile_X_Syndrome	MONDO:0010383	26	44	21	0	2	3	23	HP:0000218(High palate);HP:0000718(Aggressive behavior);HP:0001513(Obesity)
Free_Sialic_Acid_Storage_Disease	MONDO:0019366	18	101	11	1	1	5	13	HP:0000709(Psychosis);HP:0000718(Aggressive behavior);HP:0001272(Cerebellar atrophy);HP:0002079(Hypoplasia of the corpus callosum);HP:0006808(Cerebral hypomyelination)
Frias_Syndrome	MONDO:0012324	19	40	9	0	2	8	11	HP:0000453(Choanal atresia);HP:0000568(Microphthalmia);HP:0001249(Intellectual disability);HP:0001320(Cerebellar vermis hypoplasia);HP:0001999(Abnormal facial shape);HP:0002020(Gastroesophageal reflux);HP:0002079(Hypoplasia of the corpus callosum);HP:0010442(Polydactyly)
Friedreich_Ataxia	MONDO:0100339	10	76	9	0	1	0	10	
Frontonasal_Dysplasia	MONDO:0016643	10	214	10	0	0	0	10	
Frontotemporal_Dementia	MONDO:0017276	4	165	4	0	0	0	4	
Fuchs_Endothelial_Corneal_Dystrophy	MONDO:0005321	9	16	9	0	0	0	9	
Fucosidosis	MONDO:0009254	32	81	32	0	0	0	32	
Furunculosis	MONDO:0100595	2	0	0	0	0	2	0	HP:0020083(Furuncle);HP:0100838(Recurrent cutaneous abscess formation)
G6PC3_Deficiency	MONDO:0023124	6	0	0	0	0	6	0	HP:0000119(Abnormality of the genitourinary system);HP:0001015(Prominent superficial veins);HP:0001873(Thrombocytopenia);HP:0001875(Decreased total neutrophil count);HP:0002718(Recurrent bacterial infections);HP:0030680(Abnormal cardiovascular system morphology)
GABRG2-Related_Epilepsy	MONDO:0032725	7	16	2	1	3	1	6	HP:0002373(Febrile seizure (within the age range of 3 months to 6 years))
GJB2-GJB6_Digenic_Nonsyndromic_Hearing_Loss	MONDO:0009076	1	2	0	1	0	0	1	
GLUT1_Deficiency_Syndrome	MONDO:0011724	9	48	8	0	0	1	8	HP:0007166(Paroxysmal dyskinesia)
GM1_Gangliosidosis_Type_1	MONDO:0009260	6	77	5	1	0	0	6	
GM1_Gangliosidosis_Type_2	MONDO:0009261	12	34	4	0	3	5	7	HP:0000486(Strabismus);HP:0001260(Dysarthria);HP:0001324(Muscle weakness);HP:0001638(Cardiomyopathy);HP:0007957(Corneal opacity)
GM1_Gangliosidosis_Type_3	MONDO:0009262	4	27	2	0	0	2	2	HP:0001288(Gait disturbance);HP:0001300(Parkinsonism)
GM3_Synthase_Deficiency	MONDO:0018274	17	23	9	0	4	4	13	HP:0001249(Intellectual disability);HP:0001510(Growth delay);HP:0001999(Abnormal facial shape);HP:0002650(Scoliosis)
GNAO1-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014199	12	14	4	1	2	5	7	HP:0001249(Intellectual disability);HP:0001252(Hypotonia);HP:0002133(Status epilepticus);HP:0011097(Epileptic spasm);HP:0011968(Feeding difficulties)
GNPTG-Mucolipidosis	MONDO:0009652	9	26	1	0	1	7	2	HP:0001270(Motor delay);HP:0001653(Mitral regurgitation);HP:0002091(Restrictive ventilatory defect);HP:0002652(Skeletal dysplasia);HP:0012185(Constrictive median neuropathy);HP:0012532(Chronic pain);HP:0100543(Cognitive impairment)
GRIN1-Related_Neurodevelopmental_Disorder	MONDO:1060123	19	59	17	1	1	0	19	
GRIN2B-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014505	13	22	9	0	0	4	9	HP:0000729(Autistic behavior);HP:0002487(Hyperkinetic movements);HP:0002536(Abnormal cortical gyration);HP:0100704(Cerebral visual impairment)
GUCY2D-Related_Retinopathy	MONDO:0100453	10	20	4	0	2	4	6	HP:0000529(Progressive visual loss);HP:0000540(Hypermetropia);HP:0000603(Central scotoma);HP:0007401(Macular atrophy)
Galactosemia	MONDO:0018116	15	99	10	3	0	2	13	HP:0000124(Renal tubular dysfunction);HP:0001892(Abnormal bleeding)
Galactosialidosis	MONDO:0009737	12	18	9	0	1	2	10	HP:0001014(Angiokeratoma);HP:0001251(Ataxia)
Gallbladder_Cancer	MONDO:0005411	7	0	0	0	0	7	0	HP:0000952(Jaundice);HP:0001081(Cholelithiasis);HP:0001824(Weight loss);HP:0002017(Nausea and vomiting);HP:0002027(Abdominal pain);HP:0002039(Anorexia);HP:0031500(Abdominal mass)
Galloway-Mowat_Syndrome	MONDO:0009627	17	162	15	1	0	1	16	HP:0003429(CNS hypomyelination)
Gastric_Cancer_H_pylori_Associated	MONDO:0004950	7	5	1	0	1	5	2	HP:0001824(Weight loss);HP:0002015(Dysphagia);HP:0002018(Nausea);HP:0002039(Anorexia);HP:0033842(Early satiety)
Gastric_Ulcer	MONDO:0001126	1	0	0	0	0	1	0	HP:0002592(Gastric ulcer)
Gastroenteropancreatic_Neuroendocrine_Neoplasm	MONDO:0024503	9	171	6	0	1	2	7	HP:0004398(Peptic ulcer);HP:0031284(Flushing)
Gastroesophageal_Reflux_Disease	MONDO:0007186	5	5	2	0	0	3	2	HP:0001609(Hoarse voice);HP:0002015(Dysphagia);HP:0410281(Dyspepsia)
Gastrointestinal_Stromal_Tumor	MONDO:0011719	5	22	3	0	0	2	3	HP:0001824(Weight loss);HP:0031500(Abdominal mass)
Gaucher_Disease	MONDO:0018150	19	227	18	1	0	0	19	
Gaucher_Disease_Due_To_Saposin_C_Deficiency	MONDO:0012517	2	37	2	0	0	0	2	
Geleophysic_Dysplasia	MONDO:0000127	25	93	25	0	0	0	25	
Generalized_Anxiety_Disorder	MONDO:0001942	7	1	1	0	0	6	1	HP:0000711(Restlessness);HP:0000737(Irritability);HP:0002360(Sleep disturbance);HP:0003552(Muscle stiffness);HP:0007018(Attention deficit hyperactivity disorder);HP:0012378(Fatigue)
Generalized_Epilepsy_with_Febrile_Seizures_Plus	MONDO:0018214	7	42	6	1	0	0	7	
Genital_Lichen_Sclerosus	MONDO:0007899	7	0	0	0	0	7	0	HP:0000989(Pruritus);HP:0001741(Phimosis);HP:0012227(Urethral stricture);HP:0030016(Dyspareunia);HP:0030259(Hypopigmented genitalia);HP:0100518(Dysuria);HP:0100699(Scarring)
Genitopatellar_Syndrome	MONDO:0011640	10	64	6	1	3	0	10	
Gerstmann-Straussler-Scheinker_Syndrome	MONDO:0007656	16	39	11	0	1	4	12	HP:0002015(Dysphagia);HP:0002171(Gliosis);HP:0006790(Cerebral cortex with spongiform changes);HP:0011034(Amyloid deposition)
Gestational_Trophoblastic_Neoplasm	MONDO:0018944	5	7	0	2	0	3	2	HP:0000836(Hyperthyroidism);HP:0034263(Abnormal vaginal bleeding);HP:6000485(Elevated circulating beta chorionic gonadotropin concentration)
Giant_Cell_Arteritis	MONDO:0008538	23	72	23	0	0	0	23	
Giant_Cell_Hepatitis_With_Autoimmune_Hemolytic_Anemia	MONDO:1060166	8	0	0	0	0	8	0	HP:0000952(Jaundice);HP:0000980(Pallor);HP:0001399(Hepatic failure);HP:0001744(Splenomegaly);HP:0001890(Autoimmune hemolytic anemia);HP:0002240(Hepatomegaly);HP:0002910(Elevated circulating hepatic transaminase concentration);HP:0200084(Giant cell hepatitis)
Giardiasis	MONDO:0001103	11	0	0	0	0	11	0	HP:0001508(Failure to thrive);HP:0001510(Growth delay);HP:0001824(Weight loss);HP:0002014(Diarrhea);HP:0002024(Malabsorption);HP:0002027(Abdominal pain);HP:0002570(Steatorrhea);HP:0003270(Abdominal distention);HP:0033589(Flatulence);HP:0100543(Cognitive impairment);HP:0410281(Dyspepsia)
Gilberts_Syndrome	MONDO:0007745	3	4	2	0	0	1	2	HP:0002027(Abdominal pain)
Gitelman_Syndrome	MONDO:0009904	14	82	14	0	0	0	14	
Glanders	MONDO:0005774	2	0	0	0	0	2	0	HP:0002090(Pneumonia);HP:0200042(Skin ulcer)
Glaucoma	MONDO:0005041	5	65	3	1	1	0	5	
Glioblastoma_IDH_Wildtype	MONDO:0850335	5	0	0	0	0	5	0	HP:0000751(Personality changes);HP:0001250(Seizure);HP:0001269(Hemiparesis);HP:0002315(Headache);HP:0100543(Cognitive impairment)
Glioma	MONDO:0021042	7	137	4	3	0	0	7	
Glucose-6-Phosphate_Dehydrogenase_G6PD_Deficiency	MONDO:0005775	8	15	3	0	1	4	4	HP:0002094(Dyspnea);HP:0003265(Neonatal hyperbilirubinemia);HP:0012378(Fatigue);HP:0040319(Dark urine)
Glucose-Galactose_Malabsorption	MONDO:0011731	7	21	4	1	0	2	5	HP:6000259(Positive hydrogen breath test);HP:6001295(Elevated stool reducing substances)
Glutaryl-CoA_Dehydrogenase_Deficiency	MONDO:0009281	11	73	7	2	0	2	9	HP:0001249(Intellectual disability);HP:0001270(Motor delay)
Glutathione_Synthetase_Deficiency	MONDO:0017909	6	22	5	1	0	0	6	
Glycogen_Storage_Disease_Type_I	MONDO:0002413	27	91	27	0	0	0	27	
Glycogen_Storage_Disease_Type_IV	MONDO:0009292	33	71	33	0	0	0	33	
Glycogen_Storage_Disease_Type_VII	MONDO:0009295	13	27	10	0	2	1	12	HP:0003201(Rhabdomyolysis)
Glycogen_Storage_Disease_XV	MONDO:0013291	8	29	2	2	0	4	4	HP:0002515(Waddling gait);HP:0003202(Skeletal muscle atrophy);HP:0003326(Myalgia);HP:0003546(Exercise intolerance)
Glycoprotein_Storage_Disease	MONDO:0009296	7	2	0	1	0	6	1	HP:0000280(Coarse facial features);HP:0000943(Dysostosis multiplex);HP:0001249(Intellectual disability);HP:0001250(Seizure);HP:0002180(Neurodegeneration);HP:0010471(Oligosacchariduria)
Gorham-Stout_disease	MONDO:0007414	3	36	2	1	0	0	3	
Gorlin_Syndrome	MONDO:0007187	29	75	25	2	1	1	28	HP:0000639(Nystagmus)
Gout	MONDO:0005393	4	1	1	0	0	3	1	HP:0000787(Nephrolithiasis);HP:0001386(Joint swelling);HP:0002829(Arthralgia)
Grange_syndrome	MONDO:0011243	11	20	9	0	0	2	9	HP:0000316(Hypertelorism);HP:0000347(Micrognathia)
Granular_Cell_Tumor	MONDO:0006235	4	0	0	0	0	4	0	HP:0001482(Subcutaneous nodule);HP:0002015(Dysphagia);HP:0002781(Upper airway obstruction);HP:0100648(Neoplasm of the tongue)
Granulomatosis_with_Polyangiitis	MONDO:0012105	65	126	63	2	0	0	65	
Graves_Disease	MONDO:0005364	27	49	17	1	1	8	19	HP:0000651(Diplopia);HP:0000716(Depression);HP:0000739(Anxiety);HP:0000876(Oligomenorrhea);HP:0001824(Weight loss);HP:0002046(Heat intolerance);HP:0003701(Proximal muscle weakness);HP:0012378(Fatigue)
Greig_Cephalopolysyndactyly	MONDO:0008287	13	55	11	0	2	0	13	
Growth_Hormone_Insensitivity_Syndrome	MONDO:0015892	7	127	6	0	0	1	6	HP:0005352(Severe T-cell immunodeficiency)
Guanidinoacetate_Methyltransferase_Deficiency	MONDO:0012999	16	43	14	1	0	1	15	HP:0002453(Abnormal globus pallidus morphology)
Guillain_Barre_Syndrome	MONDO:0016218	8	23	2	0	2	4	4	HP:0002093(Respiratory insufficiency);HP:0003401(Paresthesia);HP:0006824(Cranial nerve paralysis);HP:0012332(Abnormal autonomic nervous system physiology)
H3_K27_Altered_Diffuse_Midline_Glioma	MONDO:1060171	5	0	0	0	0	5	0	HP:0000651(Diplopia);HP:0001251(Ataxia);HP:0001269(Hemiparesis);HP:0002315(Headache);HP:0006824(Cranial nerve paralysis)
HCN1-Related_Developmental_and_Epileptic_Encephalopathy	MONDO:0014377	7	13	4	1	1	1	6	HP:0001263(Global developmental delay)
HER2_Positive_Breast_Cancer	MONDO:0006244	2	0	0	0	0	2	0	HP:0002664(Neoplasm);HP:0003002(Breast carcinoma)
HER2_Positive_Colorectal_Cancer	MONDO:0005575	5	115	4	0	0	1	4	HP:0001903(Anemia)
HER2_Positive_Gastric_Cancer	MONDO:0001056	7	7	1	0	1	5	2	HP:0001824(Weight loss);HP:0001903(Anemia);HP:0002015(Dysphagia);HP:0002018(Nausea);HP:0012378(Fatigue)
HFM1-related_gametogenic_failure	MONDO:0014322	3	5	1	0	0	2	1	HP:0003251(Male infertility);HP:0011961(Non-obstructive azoospermia)
HIDEA_Syndrome	MONDO:0032780	13	40	7	1	4	1	12	HP:0002270(Abnormality of the autonomic nervous system)
HPV_Negative_Head_and_Neck_Cancer	MONDO:0010150	7	1	0	0	0	7	0	HP:0000155(Oral ulcer);HP:0001609(Hoarse voice);HP:0001824(Weight loss);HP:0002015(Dysphagia);HP:0002716(Lymphadenopathy);HP:0030766(Ear pain);HP:0032043(Odynophagia)
HPV_Positive_Head_and_Neck_Cancer	MONDO:0044926	6	0	0	0	0	6	0	HP:0001609(Hoarse voice);HP:0001824(Weight loss);HP:0002015(Dysphagia);HP:0002716(Lymphadenopathy);HP:0025439(Pharyngitis);HP:0032043(Odynophagia)
HROB-related_gametogenic_failure	MONDO:0971176	8	8	6	0	0	2	6	HP:0000815(Hypergonadotropic hypogonadism);HP:0008209(Premature ovarian insufficiency)
HSD10_Mitochondrial_Disease	MONDO:0010327	13	88	9	0	4	0	13	
Hairy_Cell_Leukemia	MONDO:0018935	5	0	0	0	0	5	0	HP:0001744(Splenomegaly);HP:0001875(Decreased total neutrophil count);HP:0001876(Pancytopenia);HP:0002719(Recurrent infections);HP:0012312(Decreased total monocyte count)
Hand-Foot-Genital_Syndrome	MONDO:0007698	5	83	4	0	1	0	5	
Hand_Foot_and_Mouth_Disease	MONDO:0005779	17	1	0	1	0	16	1	HP:0000155(Oral ulcer);HP:0000737(Irritability);HP:0001250(Seizure);HP:0001287(Meningitis);HP:0001944(Dehydration);HP:0001945(Fever);HP:0002307(Drooling);HP:0002383(Infectious encephalitis);HP:0003470(Paralysis);HP:0004396(Poor appetite);HP:0012819(Myocarditis);HP:0025088(Onychomadesis);HP:0025439(Pharyngitis);HP:0033834(Malaise);HP:0100598(Pulmonary edema);HP:0200037(Skin vesicle)
Hantavirus_Pulmonary_Syndrome	MONDO:0017879	16	0	0	0	0	16	0	HP:0001873(Thrombocytopenia);HP:0001899(Increased hematocrit);HP:0001945(Fever);HP:0001974(Increased total leukocyte count);HP:0002013(Vomiting);HP:0002014(Diarrhea);HP:0002018(Nausea);HP:0002094(Dyspnea);HP:0002202(Pleural effusion);HP:0002315(Headache);HP:0002615(Hypotension);HP:0002878(Respiratory failure);HP:0003326(Myalgia);HP:0031273(Shock);HP:0033677(Acute respiratory distress syndrome);HP:0100598(Pulmonary edema)
Hao-Fountain_syndrome	MONDO:0014805	11	65	6	2	2	1	10	HP:0002591(Polyphagia)
Hartnup_Disease	MONDO:0009324	21	38	21	0	0	0	21	
Hartsfield_Syndrome	MONDO:0014196	7	40	3	0	3	1	6	HP:0000044(Hypogonadotropic hypogonadism)
Hashimoto_Encephalopathy	MONDO:0019385	9	25	2	0	2	5	4	HP:0001251(Ataxia);HP:0001260(Dysarthria);HP:0001336(Myoclonus);HP:0002354(Memory impairment);HP:0002360(Sleep disturbance)
Hashimotos_Thyroiditis	MONDO:0007699	9	2	0	0	0	9	0	HP:0000716(Depression);HP:0000821(Hypothyroidism);HP:0000836(Hyperthyroidism);HP:0000853(Goiter);HP:0000958(Dry skin);HP:0002019(Constipation);HP:0004324(Increased body weight);HP:0012378(Fatigue);HP:6000855(Cold intolerance)
Heart_Defect_Tongue_Hamartoma_Polysyndactyly_Syndrome	MONDO:0009008	3	16	2	0	1	0	3	
Heart_Failure	MONDO:0005252	6	18	1	1	0	4	2	HP:0001640(Cardiomegaly);HP:0003546(Exercise intolerance);HP:0012378(Fatigue);HP:0012398(Peripheral edema)
Hemochromatosis	MONDO:0006507	18	84	12	3	0	3	15	HP:0000821(Hypothyroidism);HP:0001824(Weight loss);HP:0003199(Decreased muscle mass)
Hemophagocytic_Lymphohistiocytosis	MONDO:0015541	9	204	8	1	0	0	9	
Hemophilia_A	MONDO:0010602	7	50	6	0	0	1	6	HP:6000494(Anti-factor VIII antibody positivity)
